OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
3801,3801,1.000000000000000,3,2029,7978,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
3802,3802,27.000000000000000,7,2017,7296,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3803,3803,2.000000000000000,7,2026,7296,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
3804,3804,156.000000000000000,7,2033,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3805,3805,21.000000000000000,7,2017,7909,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
3806,3806,7.000000000000000,7,2021,7927,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
3807,3807,13.000000000000000,7,2021,7326,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood,Hardwood Flatwoods
3808,3808,1.000000000000000,7,2017,9723,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Large Floodplain Shrubland,Riparian,Eastern Floodplain Forests
3809,3809,2.000000000000000,13,2023,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Developed-Roads,Developed-Roads,Developed-Roads
3810,3810,3.000000000000000,7,2021,9317,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
3811,3811,1.000000000000000,3,2026,9223,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3812,3812,1.000000000000000,7,2021,7975,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3813,3813,222.000000000000000,7,11,7292,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,NA,Open Water,NA,NA,NA,NA,Open Water,Open Water,Open Water
3814,3814,5.000000000000000,3,2021,7975,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3815,3815,276.000000000000000,7,2033,7305,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3816,3816,1.000000000000000,3,2021,9725,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3817,3817,13.000000000000000,3,2017,7975,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3818,3818,1080.000000000000000,7,2021,9312,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3819,3819,8.000000000000000,3,2026,7974,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3820,3820,5.000000000000000,3,2029,7975,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3821,3821,1.000000000000000,16,2015,9318,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3822,3822,2.000000000000000,3,2020,7978,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
3823,3823,1.000000000000000,3,2029,7927,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Developed Mixed Forest,Developed,Developed-Upland Mixed Forest
3824,3824,8.000000000000000,3,2029,7297,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
3825,3825,1.000000000000000,3,2029,7298,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-High Intensity,Developed-High Intensity,Developed-High Intensity
3826,3826,1.000000000000000,3,2021,9314,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
3827,3827,3.000000000000000,3,2033,7299,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Developed-Roads,Developed-Roads,Developed-Roads
3828,3828,142.000000000000000,7,2033,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3829,3829,89.000000000000000,7,2016,9223,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
3830,3830,111.000000000000000,7,2033,9312,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3831,3831,2.000000000000000,3,2029,7907,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
3832,3832,5.000000000000000,3,2029,7925,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3833,3833,2.000000000000000,3,2020,9318,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
3834,3834,1688.000000000000000,7,2017,7321,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
3835,3835,2.000000000000000,3,2033,7976,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
3836,3836,4.000000000000000,3,2026,7976,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
3837,3837,61.000000000000000,7,2026,9315,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3838,3838,506.000000000000000,7,2016,7977,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
3839,3839,1.000000000000000,3,2026,7457,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3840,3840,7.000000000000000,7,2016,7909,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
3841,3841,1.000000000000000,3,2026,7909,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
3842,3842,36.000000000000000,7,2021,7457,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3843,3843,2.000000000000000,3,2029,9317,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,Introduced Upland Vegetation-Shrub
3844,3844,92.000000000000000,7,2016,7974,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
3845,3845,1.000000000000000,16,2026,7291,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland,Glades and Barrens
3846,3846,1.000000000000000,16,2029,7297,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
3847,3847,8.000000000000000,7,2017,7925,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3848,3848,2.000000000000000,3,2016,7925,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
3849,3849,10.000000000000000,3,2036,9312,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3850,3850,99.000000000000000,7,2026,9312,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3851,3851,1.000000000000000,13,2029,7297,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
3852,3852,1.000000000000000,13,2029,7909,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
3853,3853,1.000000000000000,3,2026,9725,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3854,3854,2.000000000000000,3,2036,9315,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
3855,3855,847.000000000000000,7,2016,9312,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
3856,3856,52.000000000000000,7,2017,7976,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
3857,3857,1.000000000000000,3,2029,9725,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,South-Central Interior Large Floodplain Herbaceous,Riparian,Eastern Floodplain Forests
3858,3858,7.000000000000000,3,2036,7305,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,NA,NA,993,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
3859,3859,36.000000000000000,7,2017,7457,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
3860,3860,1.000000000000000,3,2021,7926,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
3861,3861,1.000000000000000,7,2017,7291,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland,Glades and Barrens
3862,3862,1.000000000000000,3,2033,7975,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
3863,3863,4.000000000000000,7,2017,7297,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
3864,3864,2.000000000000000,3,2033,9817,231Hg06,East Shallow Loess (Lesser SH),East Shallow Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
3865,3865,50.000000000000000,7,2033,9223,231Hg07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Large Floodplain Forest,Riparian,Eastern Floodplain Forests
