OID_,Value,Count,shawn_ltas_r,LC16_BPS_200,LC20_EVT_220,MAP_UNIT_S,MAP_UNIT_N,CONCEPT,FORESTNAME,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS,EVT_GP_N
2567,2567,574.000000000000000,14,11,7292,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,NA,Open Water,NA,NA,NA,NA,Open Water,Open Water,Open Water
2568,2568,1537.000000000000000,13,2017,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2569,2569,193.000000000000000,13,2020,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2570,2570,22.000000000000000,15,2016,7907,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
2571,2571,313.000000000000000,14,2017,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2572,2572,7.000000000000000,0,2023,7974,223Dh02,Central Medium Depth Loess,Central Medium Depth Loess,Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2573,2573,283.000000000000000,13,2020,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2574,2574,608.000000000000000,13,2021,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2575,2575,2.000000000000000,15,2026,7907,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Mixed Forest,Developed,Developed-Upland Mixed Forest
2576,2576,580.000000000000000,13,2020,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2577,2577,1440.000000000000000,13,2021,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2578,2578,4143.000000000000000,13,2021,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2579,2579,4142.000000000000000,13,2016,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2580,2580,12183.000000000000000,13,2016,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2581,2581,5.000000000000000,19,2029,7457,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14210_49_52,Central Tallgrass Prairie,4,NA,NA,4,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian,Hardwood Flatwoods
2582,2582,114.000000000000000,8,2021,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2583,2583,61.000000000000000,8,2016,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2584,2584,208.000000000000000,8,2017,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2585,2585,1401.000000000000000,14,2021,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2586,2586,8319.000000000000000,13,2017,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2587,2587,34437.000000000000000,13,2017,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2588,2588,46.000000000000000,13,2016,7925,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2589,2589,1410.000000000000000,13,2017,7905,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2590,2590,565.000000000000000,13,2016,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2591,2591,1506.000000000000000,13,2016,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
2592,2592,63.000000000000000,14,2033,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2593,2593,145.000000000000000,14,2020,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2594,2594,94.000000000000000,14,2020,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2595,2595,32.000000000000000,14,2020,9726,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,Eastern Small Stream Riparian Forests
2596,2596,16.000000000000000,14,2017,9726,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,Eastern Small Stream Riparian Forests
2597,2597,10114.000000000000000,13,2021,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2598,2598,403.000000000000000,14,2020,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2599,2599,5.000000000000000,14,2033,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2600,2600,678.000000000000000,13,2016,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2601,2601,516.000000000000000,13,2021,7976,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agricultural-Fallow/Idle Cropland
2602,2602,1.000000000000000,19,2033,9314,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
2603,2603,9.000000000000000,16,2020,7364,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Ozark-Ouachita Dry Oak Woodland,Hardwood,Post Oak Woodland and Savanna
2604,2604,55.000000000000000,14,2021,9312,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2605,2605,310.000000000000000,14,2016,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2606,2606,717.000000000000000,14,2016,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2607,2607,4443.000000000000000,13,2016,7974,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
2608,2608,10486.000000000000000,13,2016,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2609,2609,2.000000000000000,15,2033,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
2610,2610,149.000000000000000,8,2020,7295,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
2611,2611,167.000000000000000,14,2020,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2612,2612,50.000000000000000,14,2016,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2613,2613,352.000000000000000,14,2021,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Developed-Roads,Developed-Roads,Developed-Roads
2614,2614,122.000000000000000,14,2021,7905,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2615,2615,46.000000000000000,14,2016,7905,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2616,2616,85.000000000000000,14,2023,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Developed-Roads,Developed-Roads,Developed-Roads
2617,2617,172.000000000000000,14,2016,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Developed-Roads,Developed-Roads,Developed-Roads
2618,2618,434.000000000000000,15,2020,9314,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian,Ruderal Forest
2619,2619,12.000000000000000,18,2023,7305,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2620,2620,1.000000000000000,19,2033,9318,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
2621,2621,5.000000000000000,16,2021,7926,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Developed Evergreen Forest,Developed,Developed-Upland Evergreen Forest
2622,2622,347.000000000000000,14,2017,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2623,2623,544.000000000000000,14,2021,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2624,2624,1.000000000000000,15,2020,7975,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Close Grown Crop,Agricultural,Agricultural-Close Grown Crop
2625,2625,344.000000000000000,16,2015,7296,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Developed-Low Intensity,Developed-Low Intensity,Developed-Low Intensity
2626,2626,86.000000000000000,14,2021,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2627,2627,578.000000000000000,18,2016,9315,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2628,2628,2263.000000000000000,13,2020,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2629,2629,582.000000000000000,13,2017,7908,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
2630,2630,7.000000000000000,16,2015,7291,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland,Glades and Barrens
2631,2631,16.000000000000000,14,2017,9224,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,South-Central Interior Small Stream and Riparian Forest,Riparian,Eastern Small Stream Riparian Forests
2632,2632,21.000000000000000,14,2021,9726,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,Eastern Small Stream Riparian Forests
2633,2633,103.000000000000000,14,2021,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2634,2634,694.000000000000000,13,2021,9312,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2635,2635,2.000000000000000,15,2023,7905,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Eastern Cool Temperate Urban Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2636,2636,5.000000000000000,15,2017,7978,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
2637,2637,3.000000000000000,18,2023,9312,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northeastern North American Temperate Forest Plantation,Conifer,Managed Tree Plantation
2638,2638,4.000000000000000,14,2016,9726,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,South-Central Interior Small Stream and Riparian Herbaceous,Riparian,Eastern Small Stream Riparian Forests
2639,2639,6335.000000000000000,14,2017,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2640,2640,75.000000000000000,14,2020,9817,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Northern & Central Ruderal Meadow,Exotic Herbaceous,Introduced Perennial Grassland and Forbland
2641,2641,1550.000000000000000,14,2017,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Roads,Developed-Roads,Developed-Roads
2642,2642,167.000000000000000,13,2017,7925,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Developed Deciduous Forest,Developed,Developed-Upland Deciduous Forest
2643,2643,586.000000000000000,13,2020,7321,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,South-Central Interior Mesophytic Forest,Hardwood,Beech-Maple-Basswood Forest
2644,2644,3.000000000000000,18,2023,9315,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13640_32_44_49,Ozark-Ouachita Dry Oak Woodland,38,89,6,5,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2645,2645,5.000000000000000,19,2033,7978,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Wheat,Agricultural,Agricultural-Wheat
2646,2646,681.000000000000000,14,2020,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2647,2647,17.000000000000000,14,2018,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13110_49,North-Central Interior Dry Oak Forest and Woodland,149,149,11,9,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2648,2648,1231.000000000000000,13,2020,7305,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood,Chestnut Oak Forest and Woodland
2649,2649,648.000000000000000,13,2017,7909,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Eastern Cool Temperate Urban Shrubland,Developed,Developed-Upland Shrubland
2650,2650,248.000000000000000,13,2017,7297,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Developed-Medium Intensity,Developed-Medium Intensity,Developed-Medium Intensity
2651,2651,16.000000000000000,16,2015,7929,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13040_32_43_44_49,Ozark-Ouachita Dry-Mesic Oak Forest,188,66,15,11,Eastern Cool Temperate Developed Herbaceous,Developed,Developed-Upland Herbaceous
2652,2652,1.000000000000000,8,2017,9318,223Dh01,West Deep Loess (Greater SH),West Deep Loess (Greater SH),Shawnee National Forest,13100_49,North-Central Interior Dry-Mesic Oak Forest and Woodland,75,47,23,13,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,Introduced Herbaceous Wetland Vegetation
2653,2653,173.000000000000000,14,2020,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13140_49,North-Central Interior Maple-Basswood Forest,1030,NA,845,464,Developed-Roads,Developed-Roads,Developed-Roads
2654,2654,25.000000000000000,14,2033,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2655,2655,4.000000000000000,14,2033,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2656,2656,27.000000000000000,14,2033,7299,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Developed-Roads,Developed-Roads,Developed-Roads
2657,2657,1.000000000000000,15,2033,7908,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14710_49_52,Central Interior and Appalachian Floodplain Systems,NA,426,68,59,Eastern Cool Temperate Urban Herbaceous,Developed,Developed-Upland Herbaceous
2658,2658,429.000000000000000,18,2021,9315,223Di07,East Deep Loess (Lesser SH),East Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2659,2659,70.000000000000000,14,2016,9315,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13050_49,Southern Interior Low Plateau Dry-Mesic Oak Forest,61,117,9,7,Northern & Central Native Ruderal Forest,Conifer-Hardwood,Ruderal Forest
2660,2660,10582.000000000000000,13,2021,7977,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,13210_49,South-Central Interior Mesophytic Forest,708,809,548,223,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agricultural-Pasture and Hayland
2661,2661,16.000000000000000,15,2026,7974,223Di05,West Deep Loess (Lesser SH),West Deep Loess (Lesser SH),Shawnee National Forest,14010_49,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Row Crop,Agricultural,Agricultural-Row Crop
